Title,Released,Runtime,Genre,Awards,Metascore,imdbRating,imdbVotes,imdbID,BoxOffice,Language,budget_max,Format
Mank,2020-12-04,131 min,"Biography, Comedy, Drama",Won 2 Oscars. 58 wins & 269 nominations total,79.0,6.8,"77,724",tt10618286,,"English, German, Latin",25000000.0,netflix
Freaky,2020-11-13,102 min,"Comedy, Horror, Thriller",1 win & 16 nominations,67.0,6.3,"63,221",tt10919380,9030855.0,"English, Spanish",5000000.0,others
Jingle Jangle: A Christmas Journey,2020-11-13,122 min,"Family, Fantasy, Musical",4 wins & 22 nominations,69.0,6.4,"19,602",tt7736496,,English,0.0,netflix
Dreamland,2020-11-17,98 min,"Drama, Thriller",1 nomination,57.0,5.8,"7,367",tt5294522,,English,0.0,others
Fatman,2020-11-24,100 min,"Action, Adventure, Comedy",2 wins & 2 nominations,40.0,5.9,"27,555",tt10310140,278378.0,English,20000000.0,others
The Life Ahead,2020-11-13,94 min,Drama,Nominated for 1 Oscar. 14 wins & 36 nominations total,66.0,6.8,"14,727",tt10627584,,"Italian, Spanish, Hebrew, Romanian",0.0,netflix
The Climb,2017-12-20,103 min,"Comedy, Drama, Romance",2 wins,,6.9,"7,870",tt5157682,,"French, English, German, Nepali",0.0,others
Chick Fight,2020-11-13,97 min,"Action, Comedy, Drama",,39.0,4.8,"4,156",tt10944486,,English,0.0,others
The Princess Switch: Switched Again,2020-11-19,96 min,"Comedy, Drama, Family",1 win & 1 nomination,,5.4,"12,440",tt11199410,,English,10000000.0,netflix
Run,2020-11-20,90 min,"Mystery, Thriller",3 wins & 5 nominations,67.0,6.7,"84,374",tt8633478,,English,1700000.0,others
Sound of Metal,2020-12-04,120 min,"Drama, Music",Won 2 Oscars. 91 wins & 177 nominations total,82.0,7.7,"134,856",tt5363618,,"English, American Sign , French, Persian",0.0,others
The Last Vermeer,2020-11-20,118 min,Drama,1 nomination,56.0,6.7,"4,351",tt8337320,685380.0,English,0.0,others
Jiu Jitsu,2020-11-20,102 min,"Action, Sci-Fi, Thriller",,27.0,2.9,"9,248",tt9624766,,"English, Burmese",23000000.0,others
Buddy Games,2020-11-24,96 min,Comedy,2 wins,22.0,4.8,"7,482",tt7070818,405904.0,English,0.0,others
The Croods: A New Age,2020-11-25,95 min,"Animation, Adventure, Comedy",31 nominations,56.0,6.9,"47,071",tt2850386,58568815.0,English,65000000.0,others
Happiest Season,2020-11-25,102 min,Drama,3 wins & 4 nominations,69.0,6.6,"43,231",tt8522006,,English,0.0,others
Ma Rainey's Black Bottom,2020-12-18,94 min,"Drama, Music",Won 2 Oscars. 84 wins & 192 nominations total,87.0,6.9,"55,056",tt10514222,,English,0.0,netflix
Uncle Frank,2020-11-25,95 min,"Comedy, Drama",Nominated for 1 Primetime Emmy. 7 wins & 13 nominations total,58.0,7.3,"21,328",tt11327514,,"English, Arabic",0.0,others
Folklore: The Long Pond Studio Sessions,2020-11-25,105 min,"Documentary, Drama, Music",,,8.4,"3,841",tt13524234,,English,0.0,others
Superintelligence,2020-11-26,106 min,"Action, Comedy, Romance",1 nomination,41.0,5.4,"11,566",tt7178640,,English,0.0,others
Life in a Year,2020-11-27,107 min,"Drama, Romance",,,6.1,"9,382",tt6598238,,English,0.0,others
Black Beauty,1994-07-29,88 min,"Adventure, Drama, Family",1 win & 1 nomination,,6.6,"10,249",tt0109279,4630377.0,English,0.0,others
The Prom,2020-12-11,130 min,"Comedy, Drama, Musical",5 wins & 29 nominations,55.0,5.9,"27,949",tt10161886,,English,0.0,netflix
All My Life,2020-12-04,91 min,"Drama, Romance",1 nomination,39.0,6.3,"5,235",tt8305852,913935.0,English,25000000.0,others
Godmothered,2020-12-04,110 min,"Comedy, Drama, Family",1 win & 2 nominations,49.0,6.1,"13,126",tt11681250,,"English, Latin",0.0,others
Half Brothers,2020-12-04,96 min,"Comedy, Drama",1 nomination,30.0,6.0,"3,357",tt10515926,2241980.0,"English, Spanish",0.0,others
Wander,2020-12-04,94 min,Thriller,,54.0,4.9,"8,987",tt9689696,,English,0.0,others
Black Bear,2020-12-04,104 min,"Comedy, Drama",2 wins & 15 nominations,79.0,6.5,"13,993",tt9601220,,English,0.0,others
Let Them All Talk,2020-12-10,113 min,"Comedy, Drama",1 win & 5 nominations,72.0,6.1,"11,948",tt10808832,,English,0.0,others
The Midnight Sky,2020-12-23,118 min,"Adventure, Drama, Sci-Fi",Nominated for 1 Oscar. 5 wins & 46 nominations total,58.0,5.7,"85,629",tt10539608,,English,0.0,netflix
Songbird,2020-12-11,84 min,"Drama, Sci-Fi, Thriller",,27.0,4.8,"10,797",tt12592252,,"English, Spanish",16252.0,others
Wild Mountain Thyme,2020-12-11,102 min,"Comedy, Drama, Romance",6 nominations,42.0,5.7,"10,369",tt6842770,213440.0,English,0.0,others
Safety,2020-12-11,122 min,"Biography, Drama, Sport",2 nominations,55.0,6.8,"4,309",tt10649016,,English,0.0,others
Wander Darkly,2020-12-11,97 min,Drama,1 win & 2 nominations,66.0,5.8,"1,715",tt8902978,,"English, Spanish",0.0,others
I'm Your Woman,2020-12-11,120 min,"Crime, Drama",2 wins & 4 nominations,63.0,6.2,"9,375",tt10243992,,English,0.0,others
The Stand In,2020-12-11,101 min,"Comedy, Drama",1 nomination,38.0,4.7,"3,749",tt7970348,,English,0.0,others
Archenemy,2020-12-11,90 min,"Action, Adventure, Crime",1 nomination,57.0,5.0,"3,365",tt11274100,121642.0,English,0.0,others
Farewell Amor,2020-12-11,95 min,"Drama, Music, Romance",9 wins & 8 nominations,75.0,6.9,"1,382",tt11380884,4689.0,"English, Portuguese, Aboriginal",0.0,others
Monster Hunter,2020-12-18,103 min,"Action, Adventure, Fantasy",2 nominations,47.0,5.2,"62,300",tt6475714,15162470.0,English,60000000.0,others
Greenland,2020-12-18,119 min,"Action, Thriller",1 win & 2 nominations,64.0,6.4,"122,120",tt7737786,,"English, Spanish, Russian",34000000.0,others
Fatale,2020-12-18,102 min,Thriller,,42.0,5.4,"11,943",tt8829830,6306897.0,English,0.0,others
Skylines,2020-12-18,113 min,"Action, Adventure, Sci-Fi",1 win,46.0,4.7,"8,558",tt9387250,,English,70000000.0,others
Hunter Hunter,2020-12-18,93 min,"Drama, Horror, Mystery",3 wins & 3 nominations,61.0,6.4,"11,706",tt2226162,32705.0,English,0.0,others
Breach,2007-02-16,110 min,"Biography, Crime, Drama",1 win & 3 nominations,74.0,7.0,"60,420",tt0401997,33231264.0,"English, Russian, Arabic, Latin",2500.0,others
"Ariana Grande: Excuse Me, I Love You",2020-12-21,97 min,"Documentary, Music",1 nomination,,6.3,"2,757",tt13615386,,English,,others
Sylvie's Love,2020-12-23,114 min,"Drama, Music, Romance",Nominated for 1 Primetime Emmy. 6 wins & 27 nominations total,74.0,6.8,"6,130",tt9827834,,English,0.0,others
Wonder Woman 1984,2020-12-25,151 min,"Action, Adventure, Fantasy",28 wins & 47 nominations,60.0,5.4,"275,652",tt7126948,46801036.0,"English, Arabic, Russian, Mandarin",200000000.0,others
Soul,2020-12-25,100 min,"Animation, Adventure, Comedy",Won 2 Oscars. 124 wins & 93 nominations total,83.0,8.0,"339,872",tt2948372,,"English, Korean, Inuktitut",150000000.0,others
We Can Be Heroes,2020-12-25,100 min,"Action, Comedy, Drama",1 nomination,51.0,4.7,"15,672",tt10600398,,English,0.0,netflix
News of the World,2020-12-25,118 min,"Action, Adventure, Drama",Nominated for 4 Oscars. 5 wins & 80 nominations total,73.0,6.8,"90,271",tt6878306,12668325.0,"English, North American Indian, German",0.0,others
One Night in Miami...,2021-01-08,114 min,Drama,Nominated for 3 Oscars. 69 wins & 182 nominations total,83.0,7.1,"32,906",tt10612922,,"English, Arabic",0.0,others
Promising Young Woman,2020-12-25,113 min,"Crime, Drama, Mystery",Won 1 Oscar. 117 wins & 194 nominations total,73.0,7.5,"183,515",tt9620292,6460965.0,English,0.0,others
Pieces of a Woman,2021-01-07,126 min,Drama,Nominated for 1 Oscar. 9 wins & 64 nominations total,66.0,7.0,"52,148",tt11161474,,English,0.0,netflix
Shadow in the Cloud,2021-01-01,83 min,"Action, Horror, War",2 wins,66.0,5.0,"28,308",tt9691136,156932.0,English,0.0,others
The White Tiger,2021-01-22,125 min,"Crime, Drama",Nominated for 1 Oscar. 1 win & 12 nominations total,76.0,7.1,"62,234",tt6571548,,"Hindi, English",0.0,netflix
Locked Down,2021-01-14,118 min,"Comedy, Crime, Romance",,42.0,5.2,"12,780",tt13061914,,English,10000000.0,others
The Dig,2021-01-29,112 min,"Biography, Drama, History",Nominated for 5 BAFTA 3 wins & 10 nominations total,73.0,7.1,"77,418",tt3661210,,English,0.0,netflix
Outside the Wire,2021-01-15,114 min,"Action, Adventure, Fantasy",,45.0,5.4,"43,696",tt10451914,,"English, Ukrainian, Russian",0.0,netflix
The Marksman,2021-01-15,108 min,"Action, Drama",,44.0,5.6,"39,263",tt6902332,15566093.0,"English, Spanish",23000000.0,others
The Ultimate Playlist of Noise,2021-01-15,99 min,"Comedy, Drama, Music",1 win & 1 nomination,,6.6,"1,004",tt11268742,,English,0.0,others
American Skin,2021-01-15,90 min,"Drama, Thriller",1 win & 5 nominations,24.0,6.9,"3,659",tt10195452,282332.0,English,5000000.0,others
Don't Tell a Soul,2021-01-15,83 min,"Drama, Thriller",,45.0,5.9,"4,745",tt8046498,,English,0.0,others
Our Friend,2021-01-29,124 min,"Drama, Romance",,57.0,7.3,"13,288",tt9608818,663725.0,English,0.0,others
No Man's Land,2001-09-19,98 min,"Comedy, Drama, War",Won 1 Oscar. 30 wins & 25 nominations total,84.0,7.9,"47,740",tt0283509,1012153.0,"Bosnian, French, English, Serbian",500.0,others
Born a Champion,2021-01-22,112 min,"Action, Drama, Sport",,,6.8,"4,237",tt10661710,,English,0.0,others
Wrong Turn,2003-05-30,84 min,"Horror, Thriller",3 nominations,32.0,6.1,"124,326",tt0295700,15418790.0,English,0.0,others
Penguin Bloom,2021-01-27,95 min,"Biography, Drama",2 wins & 12 nominations,54.0,6.8,"11,191",tt6317656,,English,0.0,others
The Little Things,2021-01-29,128 min,"Crime, Drama, Mystery",1 win & 2 nominations,54.0,6.3,"109,496",tt10016180,15342746.0,"English, Spanish, Arabic",30000000.0,others
Finding 'Ohana,2021-01-29,123 min,"Action, Adventure, Comedy",1 win & 2 nominations,69.0,6.1,"10,782",tt10332588,,"English, Hawaiian, Spanish",,others
Nomadland,2021-02-19,107 min,Drama,Won 3 Oscars. 256 wins & 156 nominations total,91.0,7.3,"168,277",tt9770150,3700000.0,English,5000000.0,others
Malcolm,1986-11-05,85 min,"Comedy, Crime, Sci-Fi",9 wins,,7.1,"2,628",tt0091464,544472.0,English,,others
Palmer,2021-01-29,110 min,Drama,3 nominations,53.0,7.2,"37,363",tt6857376,,English,0.0,others
Falling,2021-02-05,112 min,Drama,4 wins & 19 nominations,63.0,6.5,"6,351",tt9143112,,"English, Spanish",0.0,others
Bliss,2021-02-05,103 min,"Drama, Romance, Sci-Fi",1 win & 2 nominations,40.0,5.3,"18,733",tt10333426,,English,0.0,others
Little Fish,2005-09-08,114 min,"Crime, Drama, Romance",12 wins & 23 nominations,77.0,6.2,"8,958",tt0382810,8148.0,"Vietnamese, English",0.0,others
Son of the South,2021-02-05,105 min,"Biography, Drama",,60.0,6.2,"2,095",tt2235372,,English,0.0,others
PVT CHAT,2021-02-09,86 min,Drama,,61.0,5.9,"1,644",tt8110004,,English,,others
Music,2021-02-12,107 min,"Drama, Musical",4 wins & 3 nominations,23.0,3.2,"8,356",tt7541720,,"English, Mandarin",16000000.0,others
Judas and the Black Messiah,2021-02-12,126 min,"Biography, Drama, History",Won 2 Oscars. 45 wins & 81 nominations total,85.0,7.4,"84,500",tt9784798,5478009.0,English,26000000.0,others
The Mauritanian,2021-03-02,129 min,"Biography, Drama, Thriller",Nominated for 5 BAFTA 5 wins & 18 nominations total,53.0,7.4,"53,878",tt4761112,836536.0,"English, French, Arabic, German",0.0,others
Breaking News in Yuba County,2021-02-12,96 min,"Comedy, Drama, Thriller",,24.0,5.8,"6,528",tt7737640,,English,0.0,others
Barb and Star Go to Vista Del Mar,2021-02-12,107 min,Comedy,3 wins & 20 nominations,64.0,6.3,"18,586",tt3797512,,English,,others
Minari,2021-02-12,115 min,Drama,Won 1 Oscar. 121 wins & 249 nominations total,89.0,7.4,"85,385",tt10633456,3110580.0,"Korean, English",2000000.0,others
To All the Boys: Always and Forever,2021-02-12,109 min,"Comedy, Drama, Romance",2 wins & 2 nominations,65.0,6.3,"28,423",tt10676012,,English,0.0,netflix
The World to Come,2021-03-02,105 min,"Drama, History, Romance",6 wins & 11 nominations,73.0,6.3,"8,915",tt9738716,116143.0,English,0.0,others
French Exit,2021-02-12,113 min,"Comedy, Drama",2 wins & 7 nominations,56.0,5.9,"7,861",tt10279362,741895.0,English,0.0,others
Land,2021-02-12,89 min,"Adventure, Drama",4 wins & 2 nominations,61.0,6.6,"12,179",tt10265034,2577830.0,English,0.0,others
Willy's Wonderland,2021-02-12,88 min,"Action, Comedy, Horror",2 nominations,44.0,5.5,"32,028",tt8114980,418286.0,English,5000000.0,others
The Map of Tiny Perfect Things,2021-02-12,98 min,"Comedy, Fantasy, Romance",1 nomination,61.0,6.8,"24,489",tt11080108,,English,0.0,others
Fear of Rain,2021-02-12,109 min,"Drama, Horror, Thriller",1 nomination,,5.9,"8,544",tt10037014,,English,0.0,others
I Care a Lot,2021-02-19,118 min,"Comedy, Crime, Drama",1 win & 6 nominations,66.0,6.3,"136,431",tt9893250,,English,0.0,others
Flora,2006-11-01,1 min,"Animation, Short, Drama",,,6.5,"1,319",tt0169912,,None,4500.0,others
Silk Road,2021-02-19,112 min,"Crime, Drama, Thriller",,41.0,6.0,"6,070",tt7937254,,English,5900000.0,others
The United States vs. Billie Holiday,2021-02-26,126 min,"Biography, Drama, Music",Nominated for 1 Oscar. 11 wins & 25 nominations total,52.0,6.3,"13,816",tt8521718,,"English, Italian, German",0.0,others
Cherry,2021-03-12,142 min,"Biography, Crime, Drama",3 wins & 4 nominations,44.0,6.6,"33,931",tt9130508,,English,40000000.0,others
Crisis,2021-02-26,118 min,"Drama, Thriller",1 nomination,41.0,6.2,"11,926",tt9731682,404738.0,English,0.0,others
Billie Eilish: The World's a Little Blurry,2021-02-26,140 min,"Documentary, Biography, Music",Nominated for 4 Primetime Emmys. 18 nominations total,70.0,7.7,"8,218",tt11459366,,English,0.0,others
The Vigil,2021-02-26,89 min,"Horror, Mystery, Thriller",3 nominations,69.0,5.8,"8,672",tt10793644,50439.0,"English, Yiddish, Hebrew",0.0,others
Moxie,2021-03-03,111 min,"Comedy, Drama, Music",,54.0,6.7,"26,649",tt6432466,,English,0.0,netflix
Coming 2 America,2021-03-05,110 min,Comedy,Nominated for 1 Oscar. 6 wins & 11 nominations total,52.0,5.3,"71,920",tt6802400,,English,60000000.0,others
The SpongeBob Movie: Sponge on the Run,2021-03-04,91 min,"Animation, Adventure, Comedy",3 nominations,65.0,5.9,"19,473",tt4823776,4810790.0,"English, Arabic, Ukrainian",60000000.0,others
Raya and the Last Dragon,2021-03-05,107 min,"Animation, Action, Adventure",Nominated for 1 Oscar. 13 wins & 59 nominations total,74.0,7.3,"157,092",tt5109280,54723032.0,English,100000000.0,others
Chaos Walking,2021-03-05,109 min,"Action, Adventure, Fantasy",2 wins,38.0,5.7,"51,323",tt2076822,13287908.0,English,125000000.0,others
Boss Level,2021-03-05,100 min,"Action, Adventure, Comedy",,56.0,6.8,"71,436",tt7638348,,English,45000000.0,others
Boogie,2021-03-05,90 min,"Drama, Sport",,54.0,5.2,"2,292",tt10896398,4178620.0,English,20000000.0,others
Yes Day,2021-03-12,86 min,"Comedy, Family",2 nominations,46.0,5.7,"26,723",tt8521876,,"English, Spanish",0.0,netflix
Long Weekend,1979-03-29,97 min,"Horror, Mystery, Thriller",5 wins & 1 nomination,61.0,6.6,"5,606",tt0079482,,English,0.0,others
Cosmic Sin,2021-03-12,88 min,"Action, Sci-Fi",1 nomination,9.0,2.5,"14,018",tt11762434,,English,20000000.0,others
Trust,2011-04-28,106 min,"Crime, Drama, Thriller",1 win & 3 nominations,60.0,6.9,"43,069",tt1529572,120016.0,English,0.0,others
Zack Snyder's Justice League,2021-03-18,242 min,"Action, Adventure, Fantasy",5 wins & 6 nominations,54.0,8.0,"407,353",tt12361974,,"English, Icelandic, French",70000000.0,others
The Courier,2021-03-19,112 min,"Drama, History, Thriller",1 nomination,65.0,7.2,"65,279",tt8368512,6613432.0,"English, Russian",0.0,others
City of Lies,2021-03-19,112 min,"Biography, Crime, Drama",,44.0,6.5,"16,528",tt2677722,572493.0,"English, Spanish",0.0,others
Happily,2021-03-19,96 min,"Comedy, Crime, Romance",1 nomination,58.0,5.3,"4,040",tt9849004,,English,0.0,others
Nobody,2021-03-26,92 min,"Action, Crime, Drama",5 wins & 18 nominations,64.0,7.4,"270,746",tt7888964,27568035.0,"English, Russian, Spanish",17000000.0,others
Bad Trip,2021-03-26,86 min,Comedy,1 nomination,61.0,6.5,"25,889",tt9684220,,English,0.0,netflix
The Seventh Day,2021-03-26,87 min,"Horror, Mystery",1 nomination,43.0,4.5,"4,953",tt11263022,,English,0.0,others
Senior Moment,2021-03-26,92 min,"Comedy, Drama, Romance",,41.0,5.7,"2,042",tt6588950,41598.0,English,0.0,others
Godzilla vs. Kong,2021-03-31,113 min,"Action, Sci-Fi, Thriller",3 wins & 19 nominations,59.0,6.3,"216,800",tt5034838,100916094.0,"English, American Sign ",200000000.0,others
Concrete Cowboy,2021-04-02,111 min,"Drama, Western",1 win & 3 nominations,67.0,6.3,"9,157",tt8846176,,English,0.0,netflix
The Unholy,2021-04-02,99 min,"Drama, Horror, Mystery",1 nomination,36.0,5.1,"23,882",tt9419056,15532137.0,"English, American Sign , Latin",10000000.0,others
Every Breath You Take,2021-04-02,105 min,"Drama, Mystery, Thriller",,32.0,5.3,"6,027",tt2231874,,English,0.0,others
Shiva Baby,2021-04-02,77 min,"Comedy, Drama",11 wins & 44 nominations,79.0,7.1,"24,371",tt11317142,159294.0,English,250000.0,others
The Girl Who Believes in Miracles,2021-04-02,100 min,"Drama, Family",,,5.4,"1,077",tt9098454,3163362.0,English,0.0,others
The Believer,2001-08-23,98 min,Drama,6 wins & 10 nominations,75.0,7.1,"39,454",tt0247199,416925.0,"English, Hebrew",0.0,others
Dawn of the Beast,2021-04-02,82 min,"Horror, Mystery",,,4.1,899,tt13430932,,English,0.0,others
Voyagers,2021-04-09,108 min,"Adventure, Sci-Fi, Thriller",,44.0,5.4,"23,324",tt9664108,3149935.0,English,20000000.0,others
Thunder Force,2021-04-09,106 min,"Action, Adventure, Comedy",1 nomination,34.0,4.5,"43,318",tt10121392,,English,0.0,netflix
Arlo the Alligator Boy,2021-04-16,90 min,"Animation, Adventure, Comedy",6 nominations,,6.4,"1,185",tt13454122,,English,0.0,netflix
Monday,2021-04-16,116 min,"Drama, Romance",1 win & 12 nominations,58.0,5.8,"4,766",tt8884906,30932.0,"English, Greek",100.0,others
In the Earth,2021-04-16,107 min,"Horror, Mystery, Thriller",1 win & 9 nominations,63.0,5.2,"9,319",tt13429362,1113723.0,"English, Latin",0.0,others
Stowaway,2021-04-22,116 min,"Adventure, Sci-Fi, Thriller",,63.0,5.6,"48,200",tt9203694,,English,10000000.0,others
Mortal Kombat,2021-04-23,110 min,"Action, Adventure, Fantasy",4 wins & 10 nominations,44.0,6.0,"178,959",tt0293429,42326031.0,"English, Japanese, Chinese",20000000.0,others
The Mitchells vs the Machines,2021-04-30,114 min,"Animation, Adventure, Comedy",Nominated for 1 Oscar. 46 wins & 58 nominations total,81.0,7.6,"114,198",tt7979580,,English,,others
Vanquish,2021-04-16,94 min,"Action, Thriller",1 win & 2 nominations,22.0,2.9,"4,644",tt5932368,,"English, French, German",0.0,others
Together Together,2021-04-23,90 min,"Comedy, Drama",2 wins & 8 nominations,70.0,6.4,"8,218",tt11285280,1437938.0,English,0.0,others
We Broke Up,2021-04-23,80 min,"Comedy, Drama",1 nomination,53.0,5.1,"1,281",tt11867884,15063.0,English,0.0,others
The Deep Ones,2020-09-19,83 min,"Horror, Sci-Fi",5 wins,,4.1,727,tt11548850,,"English, Finnish, Swiss German",500000.0,others
Things Heard & Seen,2021-04-29,121 min,"Drama, Horror, Mystery",1 win,49.0,5.3,"33,093",tt10962368,,English,0.0,netflix
Without Remorse,2021-04-30,109 min,"Action, Thriller, War",1 nomination,41.0,5.8,"60,442",tt0499097,,English,,others
The Virtuoso,2021-04-30,110 min,"Action, Thriller",,24.0,4.9,"8,312",tt4136456,,English,0.0,others
Four Good Days,2021-05-21,100 min,Drama,Nominated for 1 Oscar. 3 nominations total,52.0,6.5,"9,358",tt10344522,837849.0,English,0.0,others
Separation,2021-04-30,107 min,"Drama, Horror, Mystery",1 nomination,,4.7,"4,260",tt9173154,4509143.0,English,0.0,others
Wrath of Man,2021-05-07,119 min,"Action, Crime, Thriller",1 nomination,57.0,7.1,"186,226",tt11083552,27466489.0,English,40000000.0,others
Monster,2004-01-30,109 min,"Biography, Crime, Drama",Won 1 Oscar. 30 wins & 26 nominations total,74.0,7.3,"155,249",tt0340855,34469210.0,English,4500.0,netflix
The Paper Tigers,2021-05-07,108 min,"Action, Comedy",3 wins & 3 nominations,67.0,6.3,"4,899",tt6060444,112691.0,English,0.0,others
Mainstream,2021-05-07,94 min,"Comedy, Drama",1 win & 2 nominations,36.0,5.0,"4,792",tt9224288,35696.0,English,5000000.0,others
The Water Man,2021-05-07,91 min,"Adventure, Drama, Family",1 win & 2 nominations,68.0,5.5,"4,214",tt4779326,383234.0,English,0.0,others
Here Today,2021-05-07,117 min,"Comedy, Drama, Music",,40.0,6.7,"5,022",tt10944596,2807494.0,English,0.0,others
Above Suspicion,2021-05-07,104 min,"Action, Biography, Crime",,46.0,5.7,"6,821",tt5688068,,English,0.0,others
Reboot Camp,2021-05-04,97 min,Comedy,7 wins,,4.7,"1,842",tt11111286,,English,0.0,others
Benny Loves You,2021-02-15,94 min,"Comedy, Fantasy, Horror",3 wins & 4 nominations,,5.6,"2,513",tt3917506,,English,10000.0,others
Oxygen,2021-05-12,100 min,"Drama, Fantasy, Sci-Fi",1 nomination,67.0,6.5,"40,634",tt6341832,,French,6800.0,netflix
Army of the Dead,2021-05-21,148 min,"Action, Crime, Drama",1 win & 4 nominations,57.0,5.7,"176,911",tt0993840,,"Bable, Polish, English, Spanish, German, French",0.0,netflix
Those Who Wish Me Dead,2021-05-14,100 min,"Action, Drama, Thriller",,59.0,6.0,"64,296",tt3215824,7407200.0,English,20000000.0,others
The Woman in the Window,2021-05-14,100 min,"Crime, Drama, Mystery",6 nominations,41.0,5.7,"77,990",tt6111574,,English,4000000.0,netflix
Spiral,2021-05-14,93 min,"Crime, Horror, Mystery",1 nomination,40.0,5.2,"56,524",tt10342730,23216862.0,English,80000.0,others
Georgetown,2021-05-14,99 min,"Biography, Crime, Drama",,49.0,6.2,"4,577",tt4669252,,English,0.0,others
Finding You,2021-05-14,119 min,"Drama, Romance",1 nomination,41.0,6.4,"6,070",tt8760280,2753985.0,English,0.0,others
The Killing of Two Lovers,2021-05-14,85 min,Drama,1 win & 12 nominations,82.0,6.9,"4,600",tt10702148,71162.0,English,0.0,others
616 Wilford Lane,2021-05-18,85 min,Horror,,,4.2,448,tt10225926,,English,0.0,others
Dream Horse,2021-05-21,113 min,"Biography, Comedy, Drama",3 wins & 2 nominations,68.0,6.9,"5,964",tt9883996,2913328.0,English,20000000.0,others
Blast Beat,2020-01-26,105 min,Drama,1 win & 2 nominations,53.0,5.3,281,tt10767066,,"English, Spanish",0.0,others
A Quiet Place Part II,2021-05-28,97 min,"Drama, Horror, Sci-Fi",Nominated for 1 BAFTA Award14 wins & 44 nominations total,71.0,7.2,"240,513",tt8332922,160072261.0,"English, American Sign ",61000000.0,others
Cruella,2021-05-28,134 min,"Adventure, Comedy, Crime",Won 1 Oscar. 29 wins & 42 nominations total,59.0,7.3,"240,976",tt3228774,86103234.0,"English, French",200000000.0,others
Plan B,2010-05-06,106 min,"Comedy, Drama, Romance",2 wins & 2 nominations,,7.0,"4,398",tt1408972,,Spanish,0.0,others
Changing the Game,2012-05-11,104 min,"Action, Crime, Drama",,,4.0,529,tt1569931,,English,0.0,others
Spirit Untamed,2021-06-04,88 min,"Animation, Adventure, Comedy",1 win & 9 nominations,49.0,5.5,"4,027",tt11084896,17716215.0,English,30000000.0,others
The Conjuring: The Devil Made Me Do It,2021-06-04,112 min,"Horror, Mystery, Thriller",,53.0,6.3,"121,774",tt7069210,65631050.0,"English, Latin",39000000.0,others
Gully,2021-06-04,84 min,"Crime, Drama",2 nominations,,2.7,"21,297",tt5013984,22517.0,English,0.0,others
Flashback,2021-06-04,97 min,"Drama, Mystery, Thriller",3 nominations,49.0,5.3,"6,510",tt8372094,,English,0.0,others
Under the Stadium Lights,2021-06-04,109 min,"Action, Drama, Sport",,31.0,3.9,432,tt6384920,,English,0.0,others
Grace and Grit,2021-06-04,111 min,"Biography, Drama, Romance",,,5.1,317,tt3910630,,English,6000000.0,others
Awake,2007-11-30,84 min,"Crime, Drama, Mystery",1 win & 3 nominations,33.0,6.5,"76,988",tt0211933,14377198.0,"English, Japanese",100.0,netflix
Infinite,2021-06-10,106 min,"Action, Sci-Fi, Thriller",1 win & 3 nominations,28.0,5.4,"54,481",tt6654210,,English,0.0,others
Peter Rabbit 2: The Runaway,2021-06-11,93 min,"Adventure, Comedy, Crime",2 wins & 6 nominations,43.0,6.2,"12,595",tt8376234,40501717.0,"English, German",45000000.0,others
In the Heights,2021-06-11,143 min,"Drama, Musical, Romance",10 wins & 52 nominations,84.0,7.3,"48,854",tt1321510,29975167.0,"English, Spanish, Hebrew",55000000.0,others
Wish Dragon,2021-06-11,98 min,"Animation, Adventure, Comedy",4 nominations,59.0,7.2,"29,009",tt5562070,,English,0.0,others
The Misfits,1961-02-01,125 min,"Drama, Romance, Western",1 win & 1 nomination,77.0,7.2,"21,592",tt0055184,,English,0.0,others
12 Mighty Orphans,2021-06-18,118 min,"History, Sport",2 nominations,44.0,6.9,"6,291",tt8482584,3689637.0,English,0.0,others
The House Next Door: Meet the Blacks 2,2021-06-11,97 min,"Action, Comedy, Horror",,,3.9,"1,888",tt7524444,2893660.0,English,0.0,others
Queen Bees,2021-06-11,100 min,"Comedy, Drama, Romance",2 nominations,52.0,6.2,"2,379",tt8338076,1926706.0,English,0.0,others
DOMINO: Battle of the Bones,2021-06-11,110 min,Comedy,,,3.9,305,tt10160896,50124.0,English,,others
Hitman's Wife's Bodyguard,2021-06-16,100 min,"Action, Comedy, Crime",3 nominations,32.0,6.1,"97,805",tt8385148,38014727.0,"English, Spanish, Japanese, Russian",70000000.0,others
Luca,2021-06-18,95 min,"Animation, Adventure, Comedy",Nominated for 1 Oscar. 4 wins & 78 nominations total,71.0,7.4,"170,435",tt12801262,,"English, Italian",200000000.0,others
Fatherhood,2021-06-18,109 min,"Comedy, Drama",1 nomination,53.0,6.6,"39,758",tt4733624,,English,0.0,others
The Birthday Cake,2021-06-18,93 min,"Crime, Thriller",,58.0,4.3,"1,684",tt10719958,,English,0.0,others
Rita Moreno: Just a Girl Who Decided to Go for It,2021-06-18,90 min,"Documentary, Biography",3 wins & 7 nominations,77.0,7.7,825,tt10741846,264626.0,"English, Spanish",0.0,others
The Sparks Brothers,2021-06-18,140 min,"Documentary, Biography, Comedy",5 wins & 25 nominations,80.0,7.8,"5,495",tt8610436,648665.0,English,0.0,others
Truman,2017-04-07,108 min,"Adventure, Comedy, Drama",30 wins & 33 nominations,81.0,7.3,"13,424",tt3754940,210840.0,"Spanish, English",,others
